"","year","state","month","number","date","area","rain","wind","temp"
"1634",2016,"Distrito Federal","oct",9,"01/01/2016",0,0,3.1,24.2
"1635",2017,"Distrito Federal","oct",66,"01/01/2017",0,0,4.9,16.7
"1636",1998,"Distrito Federal","nov",0,"01/01/1998",0,0,3.6,24.6
"1637",1999,"Distrito Federal","nov",1,"01/01/1999",0,0,2.7,11.6
"1638",2000,"Distrito Federal","nov",0,"01/01/2000",2.35,0,3.1,16.6
"1639",2001,"Distrito Federal","nov",0,"01/01/2001",9.71,0,4.9,32.6
"1640",2002,"Distrito Federal","nov",1,"01/01/2002",0.41,0,1.8,20.4
"1641",2003,"Distrito Federal","nov",0,"01/01/2003",0,0,2.7,19.1
"1642",2004,"Distrito Federal","nov",0,"01/01/2004",16,0,2.2,14.7
"1643",2005,"Distrito Federal","nov",2,"01/01/2005",58.3,0,2.7,17.3
"1644",2006,"Distrito Federal","nov",0,"01/01/2006",0,0,3.1,25.4
"1645",2007,"Distrito Federal","nov",0,"01/01/2007",11.24,0,4.9,14.1
"1646",2008,"Distrito Federal","nov",4,"01/01/2008",0,0,3.6,31
"1647",2009,"Distrito Federal","nov",0,"01/01/2009",0,0,5.4,18.7
"1648",2010,"Distrito Federal","nov",0,"01/01/2010",0,0,2.2,2.2
"1649",2011,"Distrito Federal","nov",1,"01/01/2011",0,0,4.5,17.3
"1650",2012,"Distrito Federal","nov",0,"01/01/2012",0,0,2.2,21.2
"1651",2013,"Distrito Federal","nov",0,"01/01/2013",0,0,4,19.4
"1652",2014,"Distrito Federal","nov",0,"01/01/2014",0,0,2.7,5.3
"1653",2015,"Distrito Federal","nov",3,"01/01/2015",0,0,4,15.9
"1654",2016,"Distrito Federal","nov",1,"01/01/2016",26,0,1.8,26.4
"1655",2017,"Distrito Federal","nov",0,"01/01/2017",5.8,0,2.7,17.7
"1656",1998,"Distrito Federal","dec",0,"01/01/1998",0,0,3.1,8.8
"1657",1999,"Distrito Federal","dec",0,"01/01/1999",3.95,0,1.8,17.8
"1658",2000,"Distrito Federal","dec",0,"01/01/2000",0,0,2.7,16.4
"1659",2001,"Distrito Federal","dec",1,"01/01/2001",0,0,5.4,22.8
"1660",2002,"Distrito Federal","dec",1,"01/01/2002",2.21,0,4.9,23.4
"1661",2003,"Distrito Federal","dec",0,"01/01/2003",0,0,4,23.1
"1662",2004,"Distrito Federal","dec",0,"01/01/2004",0,0,2.2,19.3
"1663",2005,"Distrito Federal","dec",0,"01/01/2005",0,0,2.2,13.8
"1664",2006,"Distrito Federal","dec",0,"01/01/2006",0,0,3.6,24.6
"1665",2007,"Distrito Federal","dec",0,"01/01/2007",0,0,3.1,9.8
"1666",2008,"Distrito Federal","dec",0,"01/01/2008",7.3,0,4,22.8
"1667",2009,"Distrito Federal","dec",0,"01/01/2009",24.23,0,2.2,16.2
"1668",2010,"Distrito Federal","dec",1,"01/01/2010",0,0,0.4,15.4
"1669",2011,"Distrito Federal","dec",0,"01/01/2011",1.46,0,2.2,21.9
"1670",2012,"Distrito Federal","dec",0,"01/01/2012",0,0,5.4,17.7
"1671",2013,"Distrito Federal","dec",2,"01/01/2013",1.75,0,2.7,18
"1672",2014,"Distrito Federal","dec",0,"01/01/2014",13.7,0,4,33.1
"1673",2015,"Distrito Federal","dec",0,"01/01/2015",4.53,0,4.5,26.4
"1674",2016,"Distrito Federal","dec",0,"01/01/2016",1.01,0,2.7,6.7
"1675",1998,"Espirito Santo","jan",0,"01/01/1998",0,0,4.9,17.8
"1676",1999,"Espirito Santo","jan",33,"01/01/1999",10.13,0,4,26.4
"1677",2000,"Espirito Santo","jan",5,"01/01/2000",2.87,0,4.9,14.2
"1678",2001,"Espirito Santo","jan",1,"01/01/2001",0,0,3.6,21.4
"1679",2002,"Espirito Santo","jan",2,"01/01/2002",0,0,3.6,19.7
"1680",2003,"Espirito Santo","jan",4,"01/01/2003",6.43,0,5.4,17.2
"1681",2004,"Espirito Santo","jan",1,"01/01/2004",0,0,4.5,21.2
"1682",2005,"Espirito Santo","jan",4,"01/01/2005",0,0,5.8,23.4
"1683",2006,"Espirito Santo","jan",13,"01/01/2006",0.52,0,5.4,13.8
"1684",2007,"Espirito Santo","jan",0,"01/01/2007",6.04,0,4,27.8
"1685",2008,"Espirito Santo","jan",12,"01/01/2008",11.06,0,6.7,5.8
"1686",2009,"Espirito Santo","jan",4,"01/01/2009",0,0,4.9,24.2
"1687",2010,"Espirito Santo","jan",52,"01/01/2010",0.68,0,8.9,23.4
"1688",2011,"Espirito Santo","jan",3,"01/01/2011",51.78,0,2.7,17.8
"1689",2012,"Espirito Santo","jan",1,"01/01/2012",0.17,0,4.5,15.4
"1690",2013,"Espirito Santo","jan",10,"01/01/2013",0,0,3.6,19.6
"1691",2014,"Espirito Santo","jan",11,"01/01/2014",0,0,4.5,19.9
"1692",2015,"Espirito Santo","jan",76,"01/01/2015",0,0,3.1,18.9
"1693",2016,"Espirito Santo","jan",43,"01/01/2016",22.03,0,1.8,11.8
"1694",2017,"Espirito Santo","jan",13,"01/01/2017",0,0,7.6,15.8
"1695",1998,"Espirito Santo","feb",0,"01/01/1998",0,0,4.9,32.4
"1696",1999,"Espirito Santo","feb",10,"01/01/1999",0,0,3.6,16.2
"1697",2000,"Espirito Santo","feb",5,"01/01/2000",0,0,2.7,24.2
"1698",2001,"Espirito Santo","feb",5,"01/01/2001",2.18,0,4,14.4
"1699",2002,"Espirito Santo","feb",4,"01/01/2002",0,0,3.6,14.7
"1700",2003,"Espirito Santo","feb",11,"01/01/2003",0,0,2.2,15.2
"1701",2004,"Espirito Santo","feb",5,"01/01/2004",27.35,0,5.8,4.6
"1702",2005,"Espirito Santo","feb",1,"01/01/2005",0,0,6.3,13.7
"1703",2006,"Espirito Santo","feb",45,"01/01/2006",12.64,0,5.4,16.3
"1704",2007,"Espirito Santo","feb",3,"01/01/2007",0,0,2.7,20.4
"1705",2008,"Espirito Santo","feb",20,"01/01/2008",6.36,0,4.5,20.8
"1706",2009,"Espirito Santo","feb",12,"01/01/2009",31.72,0,2.7,20.4
"1707",2010,"Espirito Santo","feb",15,"01/01/2010",0,0,1.8,20.1
"1708",2011,"Espirito Santo","feb",42,"01/01/2011",4.25,0,2.7,17.3
"1709",2012,"Espirito Santo","feb",25,"01/01/2012",8.71,0,4,29.6
"1710",2013,"Espirito Santo","feb",15,"01/01/2013",2.03,0,6.7,18.6
"1711",2014,"Espirito Santo","feb",17,"01/01/2014",0,0,4.5,17.4
"1712",2015,"Espirito Santo","feb",60,"01/01/2015",3.18,0,0.9,22.3
"1713",2016,"Espirito Santo","feb",24,"01/01/2016",0,0,5.4,18
"1714",2017,"Espirito Santo","feb",8,"01/01/2017",49.37,0,1.8,20.1
"1715",1998,"Espirito Santo","mar",0,"01/01/1998",0,0,6.3,19.3
"1716",1999,"Espirito Santo","mar",8,"01/01/1999",46.7,0,4.5,27.9
"1717",2000,"Espirito Santo","mar",1,"01/01/2000",13.7,0,8.5,4.8
"1718",2001,"Espirito Santo","mar",2,"01/01/2001",0,0,1.8,17.4
"1719",2002,"Espirito Santo","mar",4,"01/01/2002",0,0,5.4,23.2
"1720",2003,"Espirito Santo","mar",28,"01/01/2003",0,0,9.4,15.4
"1721",2004,"Espirito Santo","mar",3,"01/01/2004",174.63,0,4.5,16.1
"1722",2005,"Espirito Santo","mar",3,"01/01/2005",0,0,5.4,30.2
"1723",2006,"Espirito Santo","mar",14,"01/01/2006",0,0,2.2,19.1
"1724",2007,"Espirito Santo","mar",9,"01/01/2007",0,0,4.9,16.7
"1725",2008,"Espirito Santo","mar",5,"01/01/2008",3.78,0,4,11.7
"1726",2009,"Espirito Santo","mar",11,"01/01/2009",0,0,2.2,19.3
"1727",2010,"Espirito Santo","mar",3,"01/01/2010",0,0,3.6,17.7
"1728",2011,"Espirito Santo","mar",5,"01/01/2011",16,0,3.1,16.8
"1729",2012,"Espirito Santo","mar",35,"01/01/2012",0,0,4.5,16.6
"1730",2013,"Espirito Santo","mar",13,"01/01/2013",3.32,0,4,16
"1731",2014,"Espirito Santo","mar",15,"01/01/2014",0,0,0.9,15.1
"1732",2015,"Espirito Santo","mar",25,"01/01/2015",40.54,0,5.8,4.6
"1733",2016,"Espirito Santo","mar",107,"01/01/2016",4.25,0,4,26.4
"1734",2017,"Espirito Santo","mar",9,"01/01/2017",0,0,4.9,14.9
"1735",1998,"Espirito Santo","apr",0,"01/01/1998",8.12,0,4.5,14.7
"1736",1999,"Espirito Santo","apr",2,"01/01/1999",0,0,4.5,15.7
"1737",2000,"Espirito Santo","apr",3,"01/01/2000",0,0,3.1,18.4
"1738",2001,"Espirito Santo","apr",2,"01/01/2001",0,0,4.5,19.1
"1739",2002,"Espirito Santo","apr",2,"01/01/2002",0.17,0,3.1,16.2
"1740",2003,"Espirito Santo","apr",22,"01/01/2003",71.3,0,5.4,28.6
"1741",2004,"Espirito Santo","apr",0,"01/01/2004",9.77,0,2.2,16.2
"1742",2005,"Espirito Santo","apr",4,"01/01/2005",1.72,0,3.6,10.1
"1743",2006,"Espirito Santo","apr",1,"01/01/2006",0,0,4,24
"1744",2007,"Espirito Santo","apr",2,"01/01/2007",0,0,5.4,18.2
"1745",2008,"Espirito Santo","apr",8,"01/01/2008",0,0,2.7,11.4
"1746",2009,"Espirito Santo","apr",8,"01/01/2009",0,0,4.5,18.8
"1747",2010,"Espirito Santo","apr",7,"01/01/2010",0,0,6.7,8.9
"1748",2011,"Espirito Santo","apr",3,"01/01/2011",0,0,3.6,27.8
"1749",2012,"Espirito Santo","apr",74,"01/01/2012",19.23,0,3.6,24.3
"1750",2013,"Espirito Santo","apr",16,"01/01/2013",196.48,0,5.4,17.2
"1751",2014,"Espirito Santo","apr",15,"01/01/2014",4.53,0,9.4,4.6
"1752",2015,"Espirito Santo","apr",33,"01/01/2015",5.65,0,4,18.4
"1753",2016,"Espirito Santo","apr",57,"01/01/2016",3.3,0,6.3,22.4
"1754",2017,"Espirito Santo","apr",7,"01/01/2017",2.93,0,5.8,26.8
"1755",1998,"Espirito Santo","may",0,"01/01/1998",0,0,1.8,15.9
"1756",1999,"Espirito Santo","may",16,"01/01/1999",0.36,0,8,26.2
"1757",2000,"Espirito Santo","may",2,"01/01/2000",6.36,0,4,25.3
"1758",2001,"Espirito Santo","may",8,"01/01/2001",3.18,0,7.6,15.5
"1759",2002,"Espirito Santo","may",5,"01/01/2002",0,0,3.6,19.3
"1760",2003,"Espirito Santo","may",1,"01/01/2003",0,0,2.7,14.7
"1761",2004,"Espirito Santo","may",0,"01/01/2004",0,0,2.2,26.4
"1762",2005,"Espirito Santo","may",5,"01/01/2005",0.43,0,4.9,10.3
"1763",2006,"Espirito Santo","may",0,"01/01/2006",42.87,0,3.6,18.9
"1764",2007,"Espirito Santo","may",1,"01/01/2007",0,0,2.7,21.2
"1765",2008,"Espirito Santo","may",2,"01/01/2008",0,0,5.8,19.6
"1766",2009,"Espirito Santo","may",7,"01/01/2009",0,0,4.9,11.8
"1767",2010,"Espirito Santo","may",3,"01/01/2010",0.77,0,4.5,17.1
"1768",2011,"Espirito Santo","may",2,"01/01/2011",1.76,0,2.2,17.8
"1769",2012,"Espirito Santo","may",20,"01/01/2012",0.79,0,2.2,19.1
"1770",2013,"Espirito Santo","may",14,"01/01/2013",28.66,0,4.9,20.7
"1771",2014,"Espirito Santo","may",18,"01/01/2014",1.75,0,2.2,22.8
"1772",2015,"Espirito Santo","may",17,"01/01/2015",1.94,0,3.6,17.7
"1773",2016,"Espirito Santo","may",48,"01/01/2016",6.61,0,4.9,16.8
"1774",2017,"Espirito Santo","may",10,"01/01/2017",2.74,0,0.4,21.9
"1775",1998,"Espirito Santo","jun",6,"01/01/1998",0,0,5.4,18.6
"1776",1999,"Espirito Santo","jun",6,"01/01/1999",0,0,4.5,2.2
"1777",2000,"Espirito Santo","jun",9,"01/01/2000",0.41,0,8,17.1
"1778",2001,"Espirito Santo","jun",9,"01/01/2001",0,0,4,10.6
"1779",2002,"Espirito Santo","jun",18,"01/01/2002",0,0,5.4,16.4
"1780",2003,"Espirito Santo","jun",19,"01/01/2003",0,0,5.4,30.8
"1781",2004,"Espirito Santo","jun",3,"01/01/2004",6.54,0,3.1,17
"1782",2005,"Espirito Santo","jun",8,"01/01/2005",0.54,0,3.1,19.4
"1783",2006,"Espirito Santo","jun",5,"01/01/2006",0,0,2.2,21.4
"1784",2007,"Espirito Santo","jun",4,"01/01/2007",0,0,4,24.6
"1785",2008,"Espirito Santo","jun",4,"01/01/2008",49.37,0,2.7,21.9
"1786",2009,"Espirito Santo","jun",12,"01/01/2009",0,0,2.7,18.5
"1787",2010,"Espirito Santo","jun",3,"01/01/2010",0.71,0,4.9,14.2
"1788",2011,"Espirito Santo","jun",7,"01/01/2011",0,0,0.9,16.8
"1789",2012,"Espirito Santo","jun",15,"01/01/2012",11.32,0,5.4,18.4
"1790",2013,"Espirito Santo","jun",22,"01/01/2013",9.77,0,3.1,27.5
"1791",2014,"Espirito Santo","jun",9,"01/01/2014",0,0,3.6,20.3
"1792",2015,"Espirito Santo","jun",18,"01/01/2015",5.97,0,6.3,15.4
"1793",2016,"Espirito Santo","jun",49,"01/01/2016",0,0,4.5,15.9
"1794",2017,"Espirito Santo","jun",37,"01/01/2017",18.3,0,5.4,19.1
"1795",1998,"Espirito Santo","jul",37,"01/01/1998",0,0,4.5,18.2
"1796",1999,"Espirito Santo","jul",9,"01/01/1999",1.01,0,8.5,17
"1797",2000,"Espirito Santo","jul",16,"01/01/2000",12.18,0,4.9,16.8
"1798",2001,"Espirito Santo","jul",12,"01/01/2001",1.23,0,4.9,23.9
"1799",2002,"Espirito Santo","jul",9,"01/01/2002",0,0,9.4,4.6
"1800",2003,"Espirito Santo","jul",27,"01/01/2003",14.57,0,4.5,23.6
"1801",2004,"Espirito Santo","jul",4,"01/01/2004",0,0,4.5,21.3
"1802",2005,"Espirito Santo","jul",9,"01/01/2005",0,0,5.4,20.2
"1803",2006,"Espirito Santo","jul",11,"01/01/2006",0,0,5.4,14.4
"1804",2007,"Espirito Santo","jul",13,"01/01/2007",0,0,2.2,22.8
"1805",2008,"Espirito Santo","jul",5,"01/01/2008",5.97,0,0.9,28.7
"1806",2009,"Espirito Santo","jul",25,"01/01/2009",0,0,1.8,22.2
"1807",2010,"Espirito Santo","jul",5,"01/01/2010",0,0,5.4,25.9
"1808",2011,"Espirito Santo","jul",18,"01/01/2011",1.56,0,2.7,25.9
"1809",2012,"Espirito Santo","jul",35,"01/01/2012",0,0,1.8,10.6
"1810",2013,"Espirito Santo","jul",20,"01/01/2013",0,0,2.7,25.9
"1811",2014,"Espirito Santo","jul",17,"01/01/2014",0.9,0,4,21.7
"1812",2015,"Espirito Santo","jul",30,"01/01/2015",0,0,2.2,17.6
"1813",2016,"Espirito Santo","jul",42,"01/01/2016",2.01,0,6.3,15.5
"1814",2017,"Espirito Santo","jul",3,"01/01/2017",0,0,4,16
"1815",1998,"Espirito Santo","aug",38,"01/01/1998",0,0,2.2,25
"1816",1999,"Espirito Santo","aug",60,"01/01/1999",6.1,0,0.9,26.7
"1817",2000,"Espirito Santo","aug",26,"01/01/2000",0,0,4.9,17.4
"1818",2001,"Espirito Santo","aug",30,"01/01/2001",0,0,1.8,17
"1819",2002,"Espirito Santo","aug",60,"01/01/2002",0,0,6.7,15.5
"1820",2003,"Espirito Santo","aug",118,"01/01/2003",4.95,0,5.8,20.6
"1821",2004,"Espirito Santo","aug",12,"01/01/2004",15.45,0,3.6,24.2
"1822",2005,"Espirito Santo","aug",12,"01/01/2005",0,0,1.3,25.4
"1823",2006,"Espirito Santo","aug",29,"01/01/2006",0,0,5.8,15.8
"1824",2007,"Espirito Santo","aug",82,"01/01/2007",7.73,0,4,20.6
"1825",2008,"Espirito Santo","aug",13,"01/01/2008",0,0,2.7,17.8
"1826",2009,"Espirito Santo","aug",17,"01/01/2009",30.18,0,3.6,15.9
"1827",2010,"Espirito Santo","aug",39,"01/01/2010",0,0,1.3,24
"1828",2011,"Espirito Santo","aug",93,"01/01/2011",71.3,0,4.9,5.3
"1829",2012,"Espirito Santo","aug",12,"01/01/2012",46.7,0,2.7,10.1
"1830",2013,"Espirito Santo","aug",53,"01/01/2013",2.74,0,4.5,17.6
"1831",2014,"Espirito Santo","aug",47,"01/01/2014",31.86,0,4,15.2
"1832",2015,"Espirito Santo","aug",35,"01/01/2015",8.85,0,2.7,12.9
"1833",2016,"Espirito Santo","aug",78,"01/01/2016",0.54,0,4.5,26.4
"1834",2017,"Espirito Santo","aug",30,"01/01/2017",0,0,2.7,17.8
"1835",1998,"Espirito Santo","sep",108,"01/01/1998",174.63,0,1.8,11.7
"1836",1999,"Espirito Santo","sep",64,"01/01/1999",0,0,5.8,4.6
"1837",2000,"Espirito Santo","sep",14,"01/01/2000",0,0,6.7,17.6
"1838",2001,"Espirito Santo","sep",38,"01/01/2001",0,0,4,11.3
"1839",2002,"Espirito Santo","sep",46,"01/01/2002",3.2,0,1.8,22.8
"1840",2003,"Espirito Santo","sep",252,"01/01/2003",0,0,1.3,19.8
"1841",2004,"Espirito Santo","sep",47,"01/01/2004",0.9,0,2.2,25.9
"1842",2005,"Espirito Santo","sep",8,"01/01/2005",5.33,0,7.6,22.9
"1843",2006,"Espirito Santo","sep",87,"01/01/2006",5.65,0,3.1,25.7
"1844",2007,"Espirito Santo","sep",63,"01/01/2007",71.3,0,3.6,15.2
"1845",2008,"Espirito Santo","sep",78,"01/01/2008",1.29,0,5.4,19.8
"1846",2009,"Espirito Santo","sep",57,"01/01/2009",3.2,0,4,19.2
"1847",2010,"Espirito Santo","sep",53,"01/01/2010",0,0,4.5,14.2
"1848",2011,"Espirito Santo","sep",108,"01/01/2011",0,0,0.9,20.8
"1849",2012,"Espirito Santo","sep",48,"01/01/2012",0,0,2.2,20.4
"1850",2013,"Espirito Santo","sep",30,"01/01/2013",1.63,0,1.8,12.4
"1851",2014,"Espirito Santo","sep",61,"01/01/2014",54.29,0,3.6,20.7
"1852",2015,"Espirito Santo","sep",228,"01/01/2015",0,0,1.3,30.6
"1853",2016,"Espirito Santo","sep",128,"01/01/2016",0,0,5.4,17.4
"1854",2017,"Espirito Santo","sep",58,"01/01/2017",9.41,0,4.5,4.8
"1855",1998,"Espirito Santo","oct",20,"01/01/1998",24.23,0,2.2,17.3
"1856",1999,"Espirito Santo","oct",23,"01/01/1999",61.13,0,2.2,24.3
"1857",2000,"Espirito Santo","oct",88,"01/01/2000",4.88,0,4,24.6
"1858",2001,"Espirito Santo","oct",19,"01/01/2001",0,0,4.5,26.4
"1859",2002,"Espirito Santo","oct",113,"01/01/2002",0,0,3.1,25.9
"1860",2003,"Espirito Santo","oct",159,"01/01/2003",0,0,3.1,27.8
"1861",2004,"Espirito Santo","oct",48,"01/01/2004",0,0,4.5,30.6
"1862",2005,"Espirito Santo","oct",62,"01/01/2005",0,0,2.7,10.6
"1863",2006,"Espirito Santo","oct",10,"01/01/2006",0,0,1.8,24.6
"1864",2007,"Espirito Santo","oct",79,"01/01/2007",0,0,4,22.3
"1865",2008,"Espirito Santo","oct",100,"01/01/2008",0,0,6.3,15.2
"1866",2009,"Espirito Santo","oct",13,"01/01/2009",29.48,0,3.6,20.9
"1867",2010,"Espirito Santo","oct",32,"01/01/2010",0,0,5.4,20.2
"1868",2011,"Espirito Santo","oct",38,"01/01/2011",2.51,0,1.3,23.4
"1869",2012,"Espirito Santo","oct",62,"01/01/2012",0,0,3.1,15.2
"1870",2013,"Espirito Santo","oct",37,"01/01/2013",5.83,0,4.9,19.8
"1871",2014,"Espirito Santo","oct",89,"01/01/2014",154.88,0,3.6,23.2
"1872",2015,"Espirito Santo","oct",307,"01/01/2015",2,0,1.8,5.3
"1873",2016,"Espirito Santo","oct",58,"01/01/2016",14.57,0,4,4.6
"1874",2017,"Espirito Santo","oct",56,"01/01/2017",5.23,0,3.6,32.4
"1875",1998,"Espirito Santo","nov",4,"01/01/1998",0.71,0,1.3,22.8
"1876",1999,"Espirito Santo","nov",9,"01/01/1999",24.59,0,1.3,19.2
"1877",2000,"Espirito Santo","nov",3,"01/01/2000",1.95,0,3.1,19.8
"1878",2001,"Espirito Santo","nov",3,"01/01/2001",24.77,0,7.6,21.2
"1879",2002,"Espirito Santo","nov",22,"01/01/2002",1.58,0,3.6,23.7
"1880",2003,"Espirito Santo","nov",49,"01/01/2003",0,0,7.6,15.8
"1881",2004,"Espirito Santo","nov",42,"01/01/2004",0,0,2.2,17.2
"1882",2005,"Espirito Santo","nov",0,"01/01/2005",48.55,0,2.7,24.3
"1883",2006,"Espirito Santo","nov",0,"01/01/2006",6.43,0,2.7,24
"1884",2007,"Espirito Santo","nov",112,"01/01/2007",1.43,0,3.6,18
"1885",2008,"Espirito Santo","nov",3,"01/01/2008",3.05,0,4,21.4
"1886",2009,"Espirito Santo","nov",18,"01/01/2009",6.43,0,3.1,28
"1887",2010,"Espirito Santo","nov",3,"01/01/2010",0,0,5.4,19.4
"1888",2011,"Espirito Santo","nov",6,"01/01/2011",0,0,1.3,15.7
"1889",2012,"Espirito Santo","nov",7,"01/01/2012",6.36,0,1.8,23.1
"1890",2013,"Espirito Santo","nov",11,"01/01/2013",3.78,0,4,22.9
"1891",2014,"Espirito Santo","nov",20,"01/01/2014",0,0,1.3,6.7
"1892",2015,"Espirito Santo","nov",141,"01/01/2015",0,0,6.3,23.7
"1893",2016,"Espirito Santo","nov",8,"01/01/2016",3.35,0,4,22.3
"1894",2017,"Espirito Santo","nov",3,"01/01/2017",14.29,0,3.1,20.7
"1895",1998,"Espirito Santo","dec",5,"01/01/1998",29.48,0,3.6,21.1
"1896",1999,"Espirito Santo","dec",0,"01/01/1999",0,0,4.9,24.3
"1897",2000,"Espirito Santo","dec",3,"01/01/2000",3.18,0,3.6,16.8
"1898",2001,"Espirito Santo","dec",1,"01/01/2001",12.1,0,4.5,27.5
"1899",2002,"Espirito Santo","dec",12,"01/01/2002",0,0,5.4,12.7
"1900",2003,"Espirito Santo","dec",18,"01/01/2003",0.33,0,3.1,20.3
"1901",2004,"Espirito Santo","dec",9,"01/01/2004",0,0,1.8,25
"1902",2005,"Espirito Santo","dec",5,"01/01/2005",1.09,0,1.8,32.6
"1903",2006,"Espirito Santo","dec",0,"01/01/2006",11.06,0,3.1,11.5
"1904",2007,"Espirito Santo","dec",14,"01/01/2007",10.01,0,5.4,19.3
"1905",2008,"Espirito Santo","dec",1,"01/01/2008",0.21,0,1.8,15.2
"1906",2009,"Espirito Santo","dec",32,"01/01/2009",43.32,0,6.3,14.7
"1907",2010,"Espirito Santo","dec",10,"01/01/2010",4.62,0,3.1,14.7
"1908",2011,"Espirito Santo","dec",1,"01/01/2011",0,0,5.8,17.8
"1909",2012,"Espirito Santo","dec",18,"01/01/2012",13.99,0,2.7,27.9
"1910",2013,"Espirito Santo","dec",9,"01/01/2013",0,0,6.3,13.8
"1911",2014,"Espirito Santo","dec",28,"01/01/2014",0,0,5.4,14.4
"1912",2015,"Espirito Santo","dec",61,"01/01/2015",1.38,0,5.4,19.8
"1913",2016,"Espirito Santo","dec",12,"01/01/2016",1.94,0,1.8,17.6
"1914",1998,"Goias","jan",0,"01/01/1998",0.77,0,9.4,21.9
"1915",1999,"Goias","jan",14,"01/01/1999",0,0,5.8,15.4
"1916",2000,"Goias","jan",10,"01/01/2000",11.32,0,8,13.7
"1917",2001,"Goias","jan",29,"01/01/2001",0,0,3.6,24.2
"1918",2002,"Goias","jan",12,"01/01/2002",200.94,0,6.3,21.9
"1919",2003,"Goias","jan",14,"01/01/2003",0.24,0,2.7,15.2
"1920",2004,"Goias","jan",10,"01/01/2004",34.36,0,2.2,25.3
"1921",2005,"Goias","jan",27,"01/01/2005",0,0,2.7,15.6
"1922",2006,"Goias","jan",85,"01/01/2006",0.47,0,3.1,24
"1923",2007,"Goias","jan",28,"01/01/2007",0.71,0,2.7,21.5
"1924",2008,"Goias","jan",23,"01/01/2008",0,0,4.9,18.8
"1925",2009,"Goias","jan",30,"01/01/2009",0.54,0,5.4,15.7
"1926",2010,"Goias","jan",59,"01/01/2010",0,0,5.4,16.6
"1927",2011,"Goias","jan",39,"01/01/2011",0,0,2.2,17.6
"1928",2012,"Goias","jan",21,"01/01/2012",23.41,0,3.1,13.7
"1929",2013,"Goias","jan",33,"01/01/2013",4.25,0,3.6,19.4
"1930",2014,"Goias","jan",80,"01/01/2014",28.66,0,3.6,22.2
"1931",2015,"Goias","jan",118,"01/01/2015",0.95,0,3.1,17.8
"1932",2016,"Goias","jan",52,"01/01/2016",3.5,0,4.5,24.9
"1933",2017,"Goias","jan",53,"01/01/2017",0,0,4.9,20.3
"1934",1998,"Goias","feb",0,"01/01/1998",0,0,6.3,17.6
"1935",1999,"Goias","feb",334,"01/01/1999",49.37,0,3.6,16.1
"1936",2000,"Goias","feb",11,"01/01/2000",8,0,4,18
"1937",2001,"Goias","feb",9,"01/01/2001",8.71,0,5.8,20.6
"1938",2002,"Goias","feb",9,"01/01/2002",0,0,5.4,19.6
"1939",2003,"Goias","feb",47,"01/01/2003",46.7,0,5.8,17
"1940",2004,"Goias","feb",11,"01/01/2004",7.02,0,3.6,19.4
"1941",2005,"Goias","feb",84,"01/01/2005",16.4,0,5.8,19.6
"1942",2006,"Goias","feb",21,"01/01/2006",6.43,0,2.2,10.1
"1943",2007,"Goias","feb",13,"01/01/2007",0,0,4.9,19.3
"1944",2008,"Goias","feb",25,"01/01/2008",11.19,0,5.8,5.8
"1945",2009,"Goias","feb",29,"01/01/2009",0,0,4.5,20.7
"1946",2010,"Goias","feb",86,"01/01/2010",0,0,6.3,15.5
"1947",2011,"Goias","feb",45,"01/01/2011",0,0,7.2,15.8
"1948",2012,"Goias","feb",37,"01/01/2012",0,0,5.4,30.2
"1949",2013,"Goias","feb",86,"01/01/2013",70.76,0,3.1,12.4
"1950",2014,"Goias","feb",44,"01/01/2014",0.33,0,7.6,23.7
"1951",2015,"Goias","feb",53,"01/01/2015",0.96,0,4.9,23.3
"1952",2016,"Goias","feb",117,"01/01/2016",22.03,0,7.6,5.5
"1953",2017,"Goias","feb",75,"01/01/2017",0,0,1.8,19.8
"1954",1998,"Goias","mar",0,"01/01/1998",0.96,0,5.4,19.2
"1955",1999,"Goias","mar",1,"01/01/1999",0,0,4.9,19.2
"1956",2000,"Goias","mar",4,"01/01/2000",0,0,5.4,19.4
"1957",2001,"Goias","mar",10,"01/01/2001",2.77,0,3.1,19.1
"1958",2002,"Goias","mar",48,"01/01/2002",7.48,0,4.5,21.2
"1959",2003,"Goias","mar",29,"01/01/2003",0,0,3.6,12.8
"1960",2004,"Goias","mar",36,"01/01/2004",7.8,0,4,22.9
"1961",2005,"Goias","mar",36,"01/01/2005",5.65,0,5.4,22.9
"1962",2006,"Goias","mar",29,"01/01/2006",12.18,0,4,12.8
"1963",2007,"Goias","mar",49,"01/01/2007",0,0,3.6,10.5
"1964",2008,"Goias","mar",20,"01/01/2008",0,0,4,20.5
"1965",2009,"Goias","mar",32,"01/01/2009",5.38,0,4,19.4
"1966",2010,"Goias","mar",65,"01/01/2010",1.64,0,6.3,13.8
"1967",2011,"Goias","mar",19,"01/01/2011",13.06,0,1.8,20.6
"1968",2012,"Goias","mar",57,"01/01/2012",6.84,0,3.1,24.1
"1969",2013,"Goias","mar",79,"01/01/2013",0.68,0,2.2,19.3
"1970",2014,"Goias","mar",80,"01/01/2014",6.36,0,4,19.1
"1971",2015,"Goias","mar",76,"01/01/2015",0,0,3.1,19.1
"1972",2016,"Goias","mar",136,"01/01/2016",0,0,4.5,18.2
"1973",2017,"Goias","mar",115,"01/01/2017",0,0,4.5,31
"1974",1998,"Goias","apr",0,"01/01/1998",2.57,0,2.2,23.8
