"","year","state","month","number","date","area","rain","wind","temp"
"1051",2011,"Bahia","may",189,"01/01/2011",2.18,0,3.1,22.4
"1052",2012,"Bahia","may",326,"01/01/2012",34.36,0,2.2,20.3
"1053",2013,"Bahia","may",141,"01/01/2013",0,0,5.8,12.2
"1054",2014,"Bahia","may",224,"01/01/2014",0,0,3.6,24.3
"1055",2015,"Bahia","may",144,"01/01/2015",0,0,2.2,22.6
"1056",2016,"Bahia","may",259,"01/01/2016",0,0,3.6,18.4
"1057",2017,"Bahia","may",121,"01/01/2017",212.88,0,4.9,17.4
"1058",1998,"Bahia","jun",55,"01/01/1998",0.68,0,6.7,22.1
"1059",1999,"Bahia","jun",64,"01/01/1999",0,0,3.6,26.4
"1060",2000,"Bahia","jun",178,"01/01/2000",0,0,3.6,23.7
"1061",2001,"Bahia","jun",98,"01/01/2001",37.71,0,5.4,19.6
"1062",2002,"Bahia","jun",118,"01/01/2002",0,0,3.6,5.3
"1063",2003,"Bahia","jun",140,"01/01/2003",11.06,0,4.9,23.5
"1064",2004,"Bahia","jun",289,"01/01/2004",3.63,0,7.6,20.9
"1065",2005,"Bahia","jun",211,"01/01/2005",49.59,0,2.2,7.5
"1066",2006,"Bahia","jun",68,"01/01/2006",0,0,4.5,21.2
"1067",2007,"Bahia","jun",270,"01/01/2007",0,0,4,28
"1068",2008,"Bahia","jun",72,"01/01/2008",1.69,0,4,18.4
"1069",2009,"Bahia","jun",92,"01/01/2009",0,0,2.2,10.6
"1070",2010,"Bahia","jun",192,"01/01/2010",3.07,0,2.2,12.7
"1071",2011,"Bahia","jun",345,"01/01/2011",1.95,0,3.6,24.8
"1072",2012,"Bahia","jun",385,"01/01/2012",0,0,2.2,19.6
"1073",2013,"Bahia","jun",208,"01/01/2013",9.71,0,4.9,17.4
"1074",2014,"Bahia","jun",243,"01/01/2014",11.24,0,2.7,28.7
"1075",2015,"Bahia","jun",242,"01/01/2015",0,0,4.9,18.9
"1076",2016,"Bahia","jun",416,"01/01/2016",11.22,0,0.9,20.9
"1077",2017,"Bahia","jun",329,"01/01/2017",2.64,0,3.1,20.8
"1078",1998,"Bahia","jul",219,"01/01/1998",3.52,0,6.7,18
"1079",1999,"Bahia","jul",107,"01/01/1999",0,0,3.1,18.1
"1080",2000,"Bahia","jul",202,"01/01/2000",1.1,0,4.5,24.1
"1081",2001,"Bahia","jul",248,"01/01/2001",0,0,6.3,19.1
"1082",2002,"Bahia","jul",549,"01/01/2002",12.64,0,2.7,22.2
"1083",2003,"Bahia","jul",261,"01/01/2003",3.52,0,2.7,10.3
"1084",2004,"Bahia","jul",310,"01/01/2004",0.52,0,2.7,28.9
"1085",2005,"Bahia","jul",269,"01/01/2005",4.69,0,0.9,14.4
"1086",2006,"Bahia","jul",229,"01/01/2006",2.01,0,2.7,17.4
"1087",2007,"Bahia","jul",811,"01/01/2007",1.75,0,3.6,25
"1088",2008,"Bahia","jul",271,"01/01/2008",2.51,0,2.7,19.1
"1089",2009,"Bahia","jul",321,"01/01/2009",2.13,0,5.4,18.2
"1090",2010,"Bahia","jul",519,"01/01/2010",0,0,2.7,13.8
"1091",2011,"Bahia","jul",578,"01/01/2011",0,0,3.1,19.2
"1092",2012,"Bahia","jul",906,"01/01/2012",0,0,4,25.3
"1093",2013,"Bahia","jul",362,"01/01/2013",0,0,4.5,15.7
"1094",2014,"Bahia","jul",249,"01/01/2014",0,0,4.5,19.7
"1095",2015,"Bahia","jul",306,"01/01/2015",40.54,0,3.1,20.4
"1096",2016,"Bahia","jul",345,"01/01/2016",26.13,0,4,20.1
"1097",2017,"Bahia","jul",300,"01/01/2017",0,0,2.2,23.2
"1098",1998,"Bahia","aug",815,"01/01/1998",0,0,0.9,16.3
"1099",1999,"Bahia","aug",453,"01/01/1999",0,0,2.7,12.9
"1100",2000,"Bahia","aug",633,"01/01/2000",27.35,0,6.3,24.8
"1101",2001,"Bahia","aug",979,"01/01/2001",1.09,0,4,5.3
"1102",2002,"Bahia","aug",1.827,"01/01/2002",0,0,1.3,18.6
"1103",2003,"Bahia","aug",1.039,"01/01/2003",0,0,4.5,18.3
"1104",2004,"Bahia","aug",1.43,"01/01/2004",0.72,0,4,25.4
"1105",2005,"Bahia","aug",948,"01/01/2005",28.66,0,4.9,19.3
"1106",2006,"Bahia","aug",995,"01/01/2006",2.75,0,4,25.4
"1107",2007,"Bahia","aug",3.734,"01/01/2007",51.78,0,0.9,28.3
"1108",2008,"Bahia","aug",611,"01/01/2008",58.3,0,6.3,23.3
"1109",2009,"Bahia","aug",439,"01/01/2009",95.18,0,4.5,10.6
"1110",2010,"Bahia","aug",2.423,"01/01/2010",0.68,0,4.9,16.4
"1111",2011,"Bahia","aug",1.795,"01/01/2011",2.69,0,2.2,20.1
"1112",2012,"Bahia","aug",1.835,"01/01/2012",70.32,0,5.4,18.8
"1113",2013,"Bahia","aug",610,"01/01/2013",1.46,0,2.7,26.8
"1114",2014,"Bahia","aug",674,"01/01/2014",0,0,4.5,6.7
"1115",2015,"Bahia","aug",829,"01/01/2015",4.88,0,4.9,22.4
"1116",2016,"Bahia","aug",724,"01/01/2016",0,0,2.7,20.4
"1117",2017,"Bahia","aug",1.018,"01/01/2017",0,0,4.5,21.2
"1118",1998,"Bahia","sep",2.718,"01/01/1998",0,0,5.8,17.6
"1119",1999,"Bahia","sep",1.275,"01/01/1999",5.39,0,3.1,17.6
"1120",2000,"Bahia","sep",2.285,"01/01/2000",0,0,5.4,17.7
"1121",2001,"Bahia","sep",3.964,"01/01/2001",0,0,2.7,23
"1122",2002,"Bahia","sep",6.439,"01/01/2002",0,0,1.3,25.3
"1123",2003,"Bahia","sep",8.847,"01/01/2003",0,0,5.8,21.6
"1124",2004,"Bahia","sep",6.433,"01/01/2004",0,0,2.7,14.2
"1125",2005,"Bahia","sep",4.066,"01/01/2005",2.29,0,2.2,25.9
"1126",2006,"Bahia","sep",3.006,"01/01/2006",0,0,5.4,21.3
"1127",2007,"Bahia","sep",7.438,"01/01/2007",0,0,1.8,13.7
"1128",2008,"Bahia","sep",4.837,"01/01/2008",0.77,0,6.7,20.2
"1129",2009,"Bahia","sep",3.61,"01/01/2009",0,0,2.7,26.4
"1130",2010,"Bahia","sep",5.323,"01/01/2010",0,0,5.4,20.4
"1131",2011,"Bahia","sep",7.086,"01/01/2011",1.47,0,1.8,19.1
"1132",2012,"Bahia","sep",7.495,"01/01/2012",0,0,3.6,19.4
"1133",2013,"Bahia","sep",2.681,"01/01/2013",17.85,0,2.2,19.3
"1134",2014,"Bahia","sep",2.604,"01/01/2014",0,0,5.8,13.8
"1135",2015,"Bahia","sep",7.956,"01/01/2015",0,0,2.7,2.2
"1136",2016,"Bahia","sep",1.819,"01/01/2016",0,0,4,20.3
"1137",2017,"Bahia","sep",1.791,"01/01/2017",3.52,0,0.9,20.4
"1138",1998,"Bahia","oct",1.969,"01/01/1998",1.72,0,3.1,23.7
"1139",1999,"Bahia","oct",1.307,"01/01/1999",0,0,1.8,17.3
"1140",2000,"Bahia","oct",3.35,"01/01/2000",0,0,5.4,23.8
"1141",2001,"Bahia","oct",1.687,"01/01/2001",5.33,0,6.7,16.6
"1142",2002,"Bahia","oct",5.414,"01/01/2002",0,0,3.1,16.2
"1143",2003,"Bahia","oct",4.264,"01/01/2003",17.2,0,2.2,23.1
"1144",2004,"Bahia","oct",4.81,"01/01/2004",6.43,0,0.9,10.2
"1145",2005,"Bahia","oct",8.405,"01/01/2005",0.33,0,6.7,8.8
"1146",2006,"Bahia","oct",2.079,"01/01/2006",0,0,3.1,14.7
"1147",2007,"Bahia","oct",4.981,"01/01/2007",6.96,0,2.7,9
"1148",2008,"Bahia","oct",7.691,"01/01/2008",0,0,3.6,20.4
"1149",2009,"Bahia","oct",2.552,"01/01/2009",29.48,0,6.7,11
"1150",2010,"Bahia","oct",5.264,"01/01/2010",1.64,0,5.4,16.6
"1151",2011,"Bahia","oct",2.166,"01/01/2011",9.77,0,8,21.8
"1152",2012,"Bahia","oct",4.607,"01/01/2012",0,0,4.9,17
"1153",2013,"Bahia","oct",1.969,"01/01/2013",746.28,0,5.8,11
"1154",2014,"Bahia","oct",2.763,"01/01/2014",0,0,5.8,17.2
"1155",2015,"Bahia","oct",4.989,"01/01/2015",0.52,0,3.1,28.7
"1156",2016,"Bahia","oct",1.415,"01/01/2016",70.32,0,2.2,16.2
"1157",2017,"Bahia","oct",4.005,"01/01/2017",28.66,0,2.7,19.7
"1158",1998,"Bahia","nov",49,"01/01/1998",0.36,0,0.9,21.5
"1159",1999,"Bahia","nov",49,"01/01/1999",0,0,1.8,21.5
"1160",2000,"Bahia","nov",114,"01/01/2000",0,0,5.4,11.6
"1161",2001,"Bahia","nov",699,"01/01/2001",0.17,0,1.8,19.6
"1162",2002,"Bahia","nov",1.02,"01/01/2002",0,0,2.7,21.5
"1163",2003,"Bahia","nov",533,"01/01/2003",9.41,0,4,5.3
"1164",2004,"Bahia","nov",1.736,"01/01/2004",26,0,1.3,18.9
"1165",2005,"Bahia","nov",1.595,"01/01/2005",7.8,0,5.4,21.4
"1166",2006,"Bahia","nov",239,"01/01/2006",1.94,0,1.8,21.3
"1167",2007,"Bahia","nov",2.126,"01/01/2007",0,0,4,19.6
"1168",2008,"Bahia","nov",3.175,"01/01/2008",2.57,0,5.4,13.3
"1169",2009,"Bahia","nov",402,"01/01/2009",0,0,7.6,24.9
"1170",2010,"Bahia","nov",605,"01/01/2010",13.05,0,3.1,24.2
"1171",2011,"Bahia","nov",176,"01/01/2011",2.01,0,1.3,24.3
"1172",2012,"Bahia","nov",168,"01/01/2012",1.94,0,5.4,19.3
"1173",2013,"Bahia","nov",288,"01/01/2013",0,0,2.7,17.7
"1174",2014,"Bahia","nov",348,"01/01/2014",3.32,0,4.5,21.8
"1175",2015,"Bahia","nov",1.705,"01/01/2015",11.16,0,1.8,21.7
"1176",2016,"Bahia","nov",408,"01/01/2016",30.32,0,7.6,21.9
"1177",2017,"Bahia","nov",174,"01/01/2017",5.83,0,8.9,23.3
"1178",1998,"Bahia","dec",82,"01/01/1998",2.64,0,2.2,19.1
"1179",1999,"Bahia","dec",37,"01/01/1999",0,0,3.1,21
"1180",2000,"Bahia","dec",24,"01/01/2000",26,0,0.9,22.1
"1181",2001,"Bahia","dec",158,"01/01/2001",0.47,0,3.6,22.8
"1182",2002,"Bahia","dec",848,"01/01/2002",0,0,4.9,21.1
"1183",2003,"Bahia","dec",710,"01/01/2003",105.66,0,4.9,28
"1184",2004,"Bahia","dec",423,"01/01/2004",0,0,3.1,18.2
"1185",2005,"Bahia","dec",116,"01/01/2005",7.36,0,2.7,32.4
"1186",2006,"Bahia","dec",169,"01/01/2006",0,0,4.9,20.9
"1187",2007,"Bahia","dec",259,"01/01/2007",26.43,0,5.8,20.8
"1188",2008,"Bahia","dec",52,"01/01/2008",0,0,5.4,20.6
"1189",2009,"Bahia","dec",308,"01/01/2009",0,0,4.9,16.7
"1190",2010,"Bahia","dec",226,"01/01/2010",1.95,0,4.9,26.8
"1191",2011,"Bahia","dec",230,"01/01/2011",13.06,0,4,13.8
"1192",2012,"Bahia","dec",477,"01/01/2012",0,0,1.3,14.7
"1193",2013,"Bahia","dec",131,"01/01/2013",6.57,0,0.9,18
"1194",2014,"Bahia","dec",144,"01/01/2014",0,0,2.7,13.3
"1195",2015,"Bahia","dec",1.408,"01/01/2015",0,0,4.9,22.6
"1196",2016,"Bahia","dec",164,"01/01/2016",10.34,0,5.8,15.1
"1197",1998,"Ceara","jan",0,"01/01/1998",0,0,2.7,22.3
"1198",1999,"Ceara","jan",47,"01/01/1999",0,0,3.6,28.6
"1199",2000,"Ceara","jan",1,"01/01/2000",0,0,4.5,19.3
"1200",2001,"Ceara","jan",11,"01/01/2001",0,0,3.1,15.7
"1201",2002,"Ceara","jan",33,"01/01/2002",0,0,4.9,24.1
"1202",2003,"Ceara","jan",264,"01/01/2003",1.19,0,4,17.6
"1203",2004,"Ceara","jan",143,"01/01/2004",0,0,3.1,12.2
"1204",2005,"Ceara","jan",384,"01/01/2005",200.94,0,1.8,8.8
"1205",2006,"Ceara","jan",211,"01/01/2006",1.58,0,1.8,22.8
"1206",2007,"Ceara","jan",304,"01/01/2007",0,0,4,18.2
"1207",2008,"Ceara","jan",166,"01/01/2008",3.33,0,2.2,15.2
"1208",2009,"Ceara","jan",347,"01/01/2009",14.57,0,6.7,11.5
"1209",2010,"Ceara","jan",288,"01/01/2010",8.24,0,8.5,26.8
"1210",2011,"Ceara","jan",32,"01/01/2011",3.09,0,1.3,25.9
"1211",2012,"Ceara","jan",273,"01/01/2012",0,0,3.6,17.2
"1212",2013,"Ceara","jan",103,"01/01/2013",6.96,0,3.6,24.6
"1213",2014,"Ceara","jan",115,"01/01/2014",22.03,0,4,23
"1214",2015,"Ceara","jan",207,"01/01/2015",0.68,0,0.9,16.6
"1215",2016,"Ceara","jan",100,"01/01/2016",16,0,4,24.2
"1216",2017,"Ceara","jan",91,"01/01/2017",0.54,0,2.2,23.8
"1217",1998,"Ceara","feb",0,"01/01/1998",2,0,2.7,25.5
"1218",1999,"Ceara","feb",16,"01/01/1999",24.59,0,4,10.4
"1219",2000,"Ceara","feb",6,"01/01/2000",0,0,8,18.5
"1220",2001,"Ceara","feb",0,"01/01/2001",3.32,0,1.3,20.3
"1221",2002,"Ceara","feb",75,"01/01/2002",42.87,0,3.1,21.5
"1222",2003,"Ceara","feb",9,"01/01/2003",2.74,0,1.3,15.2
"1223",2004,"Ceara","feb",5,"01/01/2004",0.33,0,5.4,19.3
"1224",2005,"Ceara","feb",25,"01/01/2005",36.85,0,2.2,18.9
"1225",2006,"Ceara","feb",23,"01/01/2006",4.41,0,5.4,18
"1226",2007,"Ceara","feb",3,"01/01/2007",13.06,0,2.2,19.2
"1227",2008,"Ceara","feb",12,"01/01/2008",24.77,0,1.8,22.4
"1228",2009,"Ceara","feb",8,"01/01/2009",0,0,4,19.1
"1229",2010,"Ceara","feb",63,"01/01/2010",7.48,0,4.5,27.9
"1230",2011,"Ceara","feb",2,"01/01/2011",0,0,5.8,21.2
"1231",2012,"Ceara","feb",41,"01/01/2012",12.18,0,6.7,19.4
"1232",2013,"Ceara","feb",49,"01/01/2013",6.1,0,2.2,22.8
"1233",2014,"Ceara","feb",18,"01/01/2014",0.68,0,3.1,22.7
"1234",2015,"Ceara","feb",25,"01/01/2015",0,0,5.4,30.8
"1235",2016,"Ceara","feb",13,"01/01/2016",0,0,3.1,8.3
"1236",2017,"Ceara","feb",9,"01/01/2017",0,0,1.8,24.2
"1237",1998,"Ceara","mar",0,"01/01/1998",1.63,0,7.6,13.9
"1238",1999,"Ceara","mar",30,"01/01/1999",6.1,0,3.6,32.3
"1239",2000,"Ceara","mar",9,"01/01/2000",0,0,8,18.5
"1240",2001,"Ceara","mar",0,"01/01/2001",24.23,0,4.9,23.8
"1241",2002,"Ceara","mar",17,"01/01/2002",0,0,5.8,17.6
"1242",2003,"Ceara","mar",3,"01/01/2003",14.57,0,8.5,17.1
"1243",2004,"Ceara","mar",1,"01/01/2004",0,0,1.8,12.9
"1244",2005,"Ceara","mar",5,"01/01/2005",0,0,4,31
"1245",2006,"Ceara","mar",3,"01/01/2006",2.74,0,5.8,26.4
"1246",2007,"Ceara","mar",2,"01/01/2007",0,0,3.6,13.3
"1247",2008,"Ceara","mar",2,"01/01/2008",3.07,0,3.1,18.8
"1248",2009,"Ceara","mar",3,"01/01/2009",0,0,3.1,21.8
"1249",2010,"Ceara","mar",40,"01/01/2010",0,0,4.5,23.9
"1250",2011,"Ceara","mar",6,"01/01/2011",3.71,0,4.5,24.8
"1251",2012,"Ceara","mar",10,"01/01/2012",7.04,0,1.8,11.8
"1252",2013,"Ceara","mar",17,"01/01/2013",0,0,4,15.4
"1253",2014,"Ceara","mar",6,"01/01/2014",0,0,2.2,27.7
"1254",2015,"Ceara","mar",20,"01/01/2015",7.04,0,5.4,10.3
"1255",2016,"Ceara","mar",4,"01/01/2016",10.08,0,2.7,11.4
"1256",2017,"Ceara","mar",4,"01/01/2017",1.52,0,4,12.3
"1257",1998,"Ceara","apr",0,"01/01/1998",8,0,4.5,18.3
"1258",1999,"Ceara","apr",6,"01/01/1999",0,0,4.9,23.2
"1259",2000,"Ceara","apr",15,"01/01/2000",3.05,0,3.6,26.3
"1260",2001,"Ceara","apr",2,"01/01/2001",7.73,0,2.2,24.6
"1261",2002,"Ceara","apr",5,"01/01/2002",0,0,2.2,20.4
"1262",2003,"Ceara","apr",3,"01/01/2003",0,0,2.2,32.4
"1263",2004,"Ceara","apr",2,"01/01/2004",0,0,5.8,11
"1264",2005,"Ceara","apr",4,"01/01/2005",2.55,0,4,20.1
"1265",2006,"Ceara","apr",1,"01/01/2006",0,0,5.4,27.2
"1266",2007,"Ceara","apr",1,"01/01/2007",0,0,4,24.6
"1267",2008,"Ceara","apr",0,"01/01/2008",0,0,4.9,23.7
"1268",2009,"Ceara","apr",0,"01/01/2009",12.1,0,4.9,7.5
"1269",2010,"Ceara","apr",7,"01/01/2010",4.95,0,3.1,28.3
"1270",2011,"Ceara","apr",1,"01/01/2011",1.26,0,8.9,19
"1271",2012,"Ceara","apr",2,"01/01/2012",0,0,1.8,15.7
"1272",2013,"Ceara","apr",4,"01/01/2013",0,0,2.2,29.6
"1273",2014,"Ceara","apr",4,"01/01/2014",0,0,4.9,32.6
"1274",2015,"Ceara","apr",3,"01/01/2015",3.52,0,4.5,14.4
"1275",2016,"Ceara","apr",10,"01/01/2016",4.62,0,1.8,16.6
"1276",2017,"Ceara","apr",6,"01/01/2017",0,0,3.6,14.1
"1277",1998,"Ceara","may",0,"01/01/1998",0,0,4.9,24.1
"1278",1999,"Ceara","may",5,"01/01/1999",0,0,5.8,16.3
"1279",2000,"Ceara","may",7,"01/01/2000",0,0,5.8,28.7
"1280",2001,"Ceara","may",81,"01/01/2001",0,0,5.8,21.3
"1281",2002,"Ceara","may",10,"01/01/2002",0,0,3.1,17.3
"1282",2003,"Ceara","may",0,"01/01/2003",70.32,0,4.9,18.8
"1283",2004,"Ceara","may",3,"01/01/2004",0,0,4.9,11.8
"1284",2005,"Ceara","may",1,"01/01/2005",0.77,0,4.9,32.4
"1285",2006,"Ceara","may",0,"01/01/2006",0,0,1.8,24.1
"1286",2007,"Ceara","may",0,"01/01/2007",746.28,0,4,24.2
"1287",2008,"Ceara","may",0,"01/01/2008",0,0,5.4,16.6
"1288",2009,"Ceara","may",0,"01/01/2009",0,0,3.1,20.3
"1289",2010,"Ceara","may",2,"01/01/2010",3.09,0,4,26.4
"1290",2011,"Ceara","may",0,"01/01/2011",48.55,0,3.1,15.2
"1291",2012,"Ceara","may",19,"01/01/2012",0,0,1.8,18.4
"1292",2013,"Ceara","may",4,"01/01/2013",1.56,0,4.5,20.3
"1293",2014,"Ceara","may",4,"01/01/2014",0,0,8,17.7
"1294",2015,"Ceara","may",17,"01/01/2015",13.05,0,2.2,26.8
"1295",2016,"Ceara","may",8,"01/01/2016",0,0,2.2,11.6
"1296",2017,"Ceara","may",9,"01/01/2017",0,0,4.5,19.5
"1297",1998,"Ceara","jun",1,"01/01/1998",0,0,6.7,25
"1298",1999,"Ceara","jun",16,"01/01/1999",0,0,2.7,20.8
"1299",2000,"Ceara","jun",16,"01/01/2000",5.97,0,3.6,21.7
"1300",2001,"Ceara","jun",38,"01/01/2001",3.07,0,3.6,17.9
"1301",2002,"Ceara","jun",13,"01/01/2002",5.65,0,0.9,13.3
"1302",2003,"Ceara","jun",2,"01/01/2003",0,0,5.4,21.3
"1303",2004,"Ceara","jun",1,"01/01/2004",0,0,4.5,19
"1304",2005,"Ceara","jun",6,"01/01/2005",9.77,0,1.8,18.6
"1305",2006,"Ceara","jun",0,"01/01/2006",0,0,1.8,26.1
"1306",2007,"Ceara","jun",1,"01/01/2007",0,0,3.1,22.1
"1307",2008,"Ceara","jun",1,"01/01/2008",0,0,4.9,20.6
"1308",2009,"Ceara","jun",0,"01/01/2009",11.06,0,2.7,19.7
"1309",2010,"Ceara","jun",3,"01/01/2010",0,0,5.8,19
"1310",2011,"Ceara","jun",5,"01/01/2011",0,0,3.6,16.7
"1311",2012,"Ceara","jun",28,"01/01/2012",34.36,0,7.2,18
"1312",2013,"Ceara","jun",5,"01/01/2013",56.04,0,3.1,18
"1313",2014,"Ceara","jun",19,"01/01/2014",0,0,3.1,12.2
"1314",2015,"Ceara","jun",22,"01/01/2015",56.04,0,2.7,11.6
"1315",2016,"Ceara","jun",45,"01/01/2016",1.26,0,5.4,14.4
"1316",2017,"Ceara","jun",23,"01/01/2017",200.94,0,3.6,20.3
"1317",1998,"Ceara","jul",76,"01/01/1998",0,0,2.7,19
"1318",1999,"Ceara","jul",83,"01/01/1999",0,0,3.1,18.5
"1319",2000,"Ceara","jul",18,"01/01/2000",70.76,0,2.7,19.3
"1320",2001,"Ceara","jul",146,"01/01/2001",0.09,0,3.1,24.3
"1321",2002,"Ceara","jul",12,"01/01/2002",20.03,0,1.3,18.9
"1322",2003,"Ceara","jul",14,"01/01/2003",0,0,8.5,18.2
"1323",2004,"Ceara","jul",16,"01/01/2004",0,0,3.1,10.6
"1324",2005,"Ceara","jul",14,"01/01/2005",0,0,4,25.9
"1325",2006,"Ceara","jul",1,"01/01/2006",0,0,5.4,26.4
"1326",2007,"Ceara","jul",11,"01/01/2007",0,0,2.2,12.8
"1327",2008,"Ceara","jul",3,"01/01/2008",0,0,4.9,10.1
"1328",2009,"Ceara","jul",7,"01/01/2009",3.95,0,1.8,27.9
"1329",2010,"Ceara","jul",44,"01/01/2010",0,0,2.7,14.7
"1330",2011,"Ceara","jul",18,"01/01/2011",1.36,0,4,16.8
"1331",2012,"Ceara","jul",50,"01/01/2012",200.94,0,4.5,18.7
"1332",2013,"Ceara","jul",4,"01/01/2013",0,0,2.7,20.3
"1333",2014,"Ceara","jul",47,"01/01/2014",58.3,0,3.1,20.7
"1334",2015,"Ceara","jul",25,"01/01/2015",7.4,0,1.3,23.4
"1335",2016,"Ceara","jul",124,"01/01/2016",9.77,0,0.9,28.2
"1336",2017,"Ceara","jul",26,"01/01/2017",2.13,0,7.2,22.7
"1337",1998,"Ceara","aug",93,"01/01/1998",4.69,0,0.9,17.4
"1338",1999,"Ceara","aug",131,"01/01/1999",2.01,0,1.8,24.3
"1339",2000,"Ceara","aug",79,"01/01/2000",6.96,0,4.9,11.4
"1340",2001,"Ceara","aug",219,"01/01/2001",0,0,4.9,19
"1341",2002,"Ceara","aug",111,"01/01/2002",1.56,0,2.7,23.2
"1342",2003,"Ceara","aug",109,"01/01/2003",1.64,0,4,27.8
"1343",2004,"Ceara","aug",61,"01/01/2004",0,0,3.1,20.6
"1344",2005,"Ceara","aug",51,"01/01/2005",0,0,6.7,23
"1345",2006,"Ceara","aug",50,"01/01/2006",2.57,0,4,20.6
"1346",2007,"Ceara","aug",182,"01/01/2007",8.02,0,2.7,17.9
"1347",2008,"Ceara","aug",32,"01/01/2008",14.57,0,3.1,4.6
"1348",2009,"Ceara","aug",26,"01/01/2009",0,0,4.9,20.8
"1349",2010,"Ceara","aug",202,"01/01/2010",32.07,0,1.8,24.9
"1350",2011,"Ceara","aug",53,"01/01/2011",11.22,0,4.5,8.8
"1351",2012,"Ceara","aug",278,"01/01/2012",0,0,5.4,15.6
"1352",2013,"Ceara","aug",32,"01/01/2013",7.73,0,2.2,20.7
"1353",2014,"Ceara","aug",155,"01/01/2014",28.66,0,5.8,15.4
"1354",2015,"Ceara","aug",127,"01/01/2015",200.94,1.4,4,22.9
"1355",2016,"Ceara","aug",293,"01/01/2016",0,0,3.6,9
"1356",2017,"Ceara","aug",121,"01/01/2017",0,0,4,20.4
"1357",1998,"Ceara","sep",590,"01/01/1998",34.36,0,4.5,17.7
"1358",1999,"Ceara","sep",124,"01/01/1999",278.53,0,2.7,12.9
"1359",2000,"Ceara","sep",127,"01/01/2000",1.56,0,2.7,19.1
"1360",2001,"Ceara","sep",801,"01/01/2001",0,0,3.1,28
"1361",2002,"Ceara","sep",172,"01/01/2002",7.31,0,2.7,19.6
"1362",2003,"Ceara","sep",384,"01/01/2003",43.32,0,8.5,16.1
"1363",2004,"Ceara","sep",144,"01/01/2004",0.47,0,3.6,23.3
"1364",2005,"Ceara","sep",185,"01/01/2005",0,0,5.4,11.3
"1365",2006,"Ceara","sep",237,"01/01/2006",9.41,0,1.8,27.9
"1366",2007,"Ceara","sep",241,"01/01/2007",0.61,0,3.1,21.9
"1367",2008,"Ceara","sep",177,"01/01/2008",0,0,2.2,23.4
"1368",2009,"Ceara","sep",101,"01/01/2009",0,0,3.6,24.1
"1369",2010,"Ceara","sep",357,"01/01/2010",0.36,0,4.9,27.9
"1370",2011,"Ceara","sep",239,"01/01/2011",0,0,4,15.9
"1371",2012,"Ceara","sep",609,"01/01/2012",0,0,4,25.9
"1372",2013,"Ceara","sep",177,"01/01/2013",2.57,0,6.3,18.4
"1373",2014,"Ceara","sep",155,"01/01/2014",0,0,6.7,18.6
"1374",2015,"Ceara","sep",214,"01/01/2015",185.76,0,6.7,13.8
"1375",2016,"Ceara","sep",370,"01/01/2016",0,0,4.9,17.9
"1376",2017,"Ceara","sep",505,"01/01/2017",24.77,0,6.3,13.7
"1377",1998,"Ceara","oct",1.014,"01/01/1998",0,0,4,22.6
"1378",1999,"Ceara","oct",309,"01/01/1999",0,0,1.8,12.8
"1379",2000,"Ceara","oct",875,"01/01/2000",5.44,0,2.2,21.5
"1380",2001,"Ceara","oct",2.045,"01/01/2001",0.71,0,2.7,12.7
"1381",2002,"Ceara","oct",1.606,"01/01/2002",0.52,0,2.7,18.2
"1382",2003,"Ceara","oct",1.761,"01/01/2003",0,0,4.5,19.7
"1383",2004,"Ceara","oct",1.217,"01/01/2004",1.43,0,4.9,19.7
"1384",2005,"Ceara","oct",1.378,"01/01/2005",0,0,5.4,17.2
"1385",2006,"Ceara","oct",581,"01/01/2006",0,0,1.8,21.6
"1386",2007,"Ceara","oct",964,"01/01/2007",6.04,0,4,16.8
"1387",2008,"Ceara","oct",816,"01/01/2008",2,0,6.7,24.1
"1388",2009,"Ceara","oct",435,"01/01/2009",6.43,0,3.6,30.2
"1389",2010,"Ceara","oct",502,"01/01/2010",0,0,6.7,12.7
"1390",2011,"Ceara","oct",415,"01/01/2011",0,0,4.5,15.9
"1391",2012,"Ceara","oct",1.104,"01/01/2012",0,0,2.2,10.5
"1392",2013,"Ceara","oct",466,"01/01/2013",0.68,0,2.2,22.2
"1393",2014,"Ceara","oct",517,"01/01/2014",0,0,1.8,17.7
"1394",2015,"Ceara","oct",658,"01/01/2015",11.16,0,5.4,11.8
"1395",2016,"Ceara","oct",1.31,"01/01/2016",0.36,0,4.5,24.9
"1396",2017,"Ceara","oct",949,"01/01/2017",58.3,0,5.4,22.9
"1397",1998,"Ceara","nov",575,"01/01/1998",2.21,0,1.8,31
"1398",1999,"Ceara","nov",524,"01/01/1999",0,0,3.1,27.9
"1399",2000,"Ceara","nov",669,"01/01/2000",0,0,6.3,22.1
"1400",2001,"Ceara","nov",2.456,"01/01/2001",0,0,0.9,22.2
"1401",2002,"Ceara","nov",2.715,"01/01/2002",0,0,5.4,20.8
"1402",2003,"Ceara","nov",3.327,"01/01/2003",10.73,0,9.4,14.6
"1403",2004,"Ceara","nov",2.9,"01/01/2004",1.9,0,2.7,24.6
"1404",2005,"Ceara","nov",2.483,"01/01/2005",200.94,0,2.7,14.2
"1405",2006,"Ceara","nov",1.012,"01/01/2006",0,0,2.2,21.6
"1406",2007,"Ceara","nov",1.443,"01/01/2007",7.02,0,4.9,18.4
"1407",2008,"Ceara","nov",1.753,"01/01/2008",2.29,0,8,20.6
